observation,reference,error
18.19,18.149625935212438,0.04037406478756367
18.19,18.26781947796036,-0.07781947796035737
18.37,18.392528295262878,-0.022528295262876696
18.25,18.343976750771727,-0.09397675077172707
18.25,18.318149752246605,-0.06814975224660458
18.19,18.271160565352076,-0.08116056535207505
18.37,18.32657994781747,0.043420052182529645
18.25,18.31011874603518,-0.06011874603517953
18.25,18.298499686807215,-0.04849968680721517
18.25,18.28997254860563,-0.039972548605629044
18.44,18.34421866900281,0.0957813309971911
18.31,18.345168886175124,-0.035168886175124925
18.31,18.345401530420734,-0.03540153042073513
18.25,18.329527044686643,-0.07952704468664251
18.44,18.363404673827763,0.07659532617223874
18.31,18.35986044198299,-0.049860441982989556
18.31,18.356603459837597,-0.04660345983759839
18.25,18.34083490565138,-0.09083490565138064
18.44,18.366160775575885,0.07383922442411617
18.31,18.36166659645522,-0.051666596455220315
18.31,18.357525996738236,-0.0475259967382371
18.25,18.342615576659863,-0.09261557665986331
18.44,18.363578515280285,0.07642148471971666
18.25,18.348325866353346,-0.0983258663533455
18.25,18.3346720705677,-0.08467207056769865
18.25,18.32242204682062,-0.07242204682061981
18.44,18.34295698123166,0.09704301876834265
18.25,18.33008844498173,-0.08008844498172962
18.25,18.318395935188935,-0.06839593518893494
18.19,18.298163912213912,-0.10816391221391086
18.37,18.30852642723497,0.06147357276503129
18.25,18.299008280390805,-0.049008280390804515
18.25,18.29039219039428,-0.04039219039427877
18.25,18.28262903588754,-0.032629035887538294
18.37,18.294419018259912,0.07558098174008876
18.31,18.295970845080284,0.014029154919715126
18.25,18.288124862037026,-0.038124862037026475
18.25,18.281011448324968,-0.031011448324967716
18.44,18.304096486860484,0.13590351313951743
18.25,18.295878242019015,-0.04587824201901469
18.25,18.288341262077765,-0.03834126207776478
18.19,18.27217494702304,-0.08217494702303796
18.37,18.28534546464336,0.08465453535664125
18.25,18.278978176476027,-0.028978176476027073
18.25,18.273220624567035,-0.023220624567034776
18.19,18.258754997271826,-0.06875499727182444
18.37,18.273530038566285,0.09646996143371567
18.25,18.268675421236807,-0.01867542123680721
18.25,18.264329964285853,-0.01432996428585298
18.19,18.25117346973125,-0.06117346973124782
18.37,18.267152667092535,0.10284733290746573
18.25,18.263399161711973,-0.013399161711973306
18.25,18.26005295447308,-0.010052954473078302
18.19,18.24779776231895,-0.05779776231894829
18.37,18.26457857561165,0.10542142438835
18.25,18.26153860914429,-0.011538609144288614
18.25,18.258819591985006,-0.008819591985005815
18.25,18.256407141457093,-0.006407141457092536
18.44,18.283717599307717,0.15628240069228383
18.31,18.28869187894357,0.02130812105642832
18.25,18.283878954597796,-0.033878954597795996
18.25,18.279371157521492,-0.02937115752149211
18.44,18.304607650403057,0.13539234959694468
18.31,18.307561069211566,0.002438930788432714
18.31,18.310088778512387,-8.87785123886431e-05
18.25,18.302931576682262,-0.052931576682262005
18.44,18.325619798937645,0.11438020106235669
18.31,18.326148587089936,-0.01614858708993694
18.31,18.32638556731241,-0.01638556731241181
18.19,18.307789332915583,-0.11778933291558147
18.37,18.3184167455639,0.05158325443609968
18.31,18.318777355383098,-0.008777355383099206
18.25,18.309676439204612,-0.05967643920461185
18.25,18.30120906263986,-0.05120906263985958
18.37,18.311970212592453,0.05802978740754838
18.25,18.303236347000915,-0.053236347000915174
18.25,18.295162873512083,-0.04516287351208348
18.19,18.27846100731944,-0.08846100731943807
18.37,18.291069881563768,0.07893011843623299
18.25,18.28416941656709,-0.03416941656708872
18.25,18.27789330253741,-0.027893302537410847
18.25,18.272226449404997,-0.02222644940499663
18.44,18.29657114788926,0.1434288521107412
18.25,18.289587654965377,-0.039587654965377084
18.31,18.292462387802832,0.017537612197166652
18.25,18.285828492563134,-0.03582849256313381
18.44,18.309179059885857,0.1308209401141447
18.31,18.310482930535287,-0.0004829305352878066
18.25,18.302287146693704,-0.052287146693704045
18.25,18.294680751818035,-0.04468075181803499
18.44,18.31709432350099,0.12290567649901263
18.31,18.317503396037505,-0.0075033960375066044
18.31,18.317751568164706,-0.007751568164707123
18.25,18.30856907232519,-0.058569072325191485
18.44,18.32947004067048,0.11052995932952214
18.31,18.328439857256956,-0.018439857256957737
18.31,18.32732946730593,-0.01732946730593099
18.25,18.316874273160998,-0.06687427316099814
18.37,18.325751614221513,0.044248385778487886
18.25,18.315246602677362,-0.06524660267736238
18.25,18.305520094511802,-0.0555200945118024
18.25,18.29657798770886,-0.04657798770886146
18.37,18.306997972527256,0.06300202747274497
18.25,18.298040536392865,-0.04804053639286465
18.25,18.28984564719105,-0.03984564719105066
18.19,18.27311031027472,-0.08311031027471927
18.37,18.285760393480288,0.08423960651971285
18.25,18.278963822042137,-0.028963822042136655
18.25,18.27284318935276,-0.022843189352759197
18.25,18.26737339612201,-0.01737339612201083
18.44,18.29194769431559,0.14805230568441274
18.31,18.294509844501654,0.015490155498344649
18.31,18.296876615493115,0.01312338450688344
18.19,18.280464592184096,-0.09046459218409453
18.44,18.30413233082161,0.135867669178392
18.25,18.296478445560844,-0.046478445560843795
18.25,18.289405551128255,-0.0394055511282545
18.19,18.27362418193926,-0.08362418193926047
