observation,reference,error
19.69,19.64588528683805,0.044114713161953034
19.62,19.705707437464635,-0.0857074374646345
19.94,19.932136693224102,0.007863306775899304
19.69,19.82668448985875,-0.13668448985874804
19.75,19.811098233138885,-0.061098233138885405
19.62,19.732698532555872,-0.11269853255587137
19.94,19.83511802012778,0.10488197987222136
19.69,19.793629708280662,-0.10362970828066054
19.75,19.788142331489688,-0.03814233148968782
19.62,19.738802215295138,-0.1188022152951369
19.94,19.805514570696776,0.1344854293032256
19.69,19.78017843614364,-0.09017843614363841
19.75,19.777339854735764,-0.02733985473576439
19.62,19.741055770692082,-0.12105577069208096
19.94,19.79105433031741,0.1489456696825897
19.69,19.772638417172573,-0.08263841717257137
19.75,19.770813315478893,-0.020813315478893202
19.62,19.741552962125464,-0.12155296212546318
19.94,19.78235942710085,0.157640572899151
19.69,19.76752275993573,-0.07752275993572866
19.75,19.76616089027701,-0.01616089027701051
19.62,19.740911859639933,-0.12091185963993212
19.94,19.77645509909048,0.16354490090952112
19.69,19.763590230607566,-0.07359023060756442
19.75,19.76247391989982,-0.012473919899818497
19.62,19.739493232721543,-0.11949323272154189
19.94,19.77214615895744,0.16785384104256096
19.69,19.760370269013087,-0.07037026901308607
19.75,19.759419361006593,-0.009419361006592908
19.62,19.73765958424628,-0.11765958424627954
19.94,19.768907634100405,0.17109236589959664
19.69,19.757725133649885,-0.06772513364988342
19.75,19.756919813845517,-0.006919813845517098
19.62,19.73578289609833,-0.11578289609832737
19.94,19.766497393209185,0.17350260679081586
19.69,19.75564420071286,-0.06564420071286037
19.75,19.75498165048895,-0.004981650488950606
19.62,19.734160839912743,-0.11416083991274206
19.94,19.764778339625565,0.17522166037443654
19.69,19.754123336514557,-0.06412333651455526
19.75,19.753594931978203,-0.003594931978202709
19.62,19.732950058155218,-0.11295005815521719
19.94,19.763635093210123,0.17636490678987826
19.69,19.753113260501042,-0.06311326050104071
19.75,19.752699088962203,-0.0026990889622027225
19.62,19.73216816751978,-0.11216816751977987
19.94,19.762948049948044,0.17705195005195762
19.75,19.76181953660474,-0.011819536604740222
19.75,19.76071202150013,-0.01071202150012951
19.62,19.739491258907027,-0.11949125890702561
19.94,19.769591478401104,0.17040852159889752
19.75,19.76780294581965,-0.017802945819649807
19.75,19.766059945454934,-0.016059945454934166
19.62,19.744235260874547,-0.12423526087454562
19.94,19.773756597720247,0.1662434022797541
19.69,19.76213313636097,-0.07213313636096785
19.75,19.76066799216129,-0.01066799216129155
19.62,19.739152174542905,-0.11915217454290428
19.94,19.768991016218553,0.1710089837814479
19.69,19.757705338239965,-0.06770533823996416
19.75,19.7565814123924,-0.006581412392399955
19.62,19.735410500561894,-0.11541050056189306
19.94,19.76558127550477,0.17441872449523288
19.69,19.754626546458933,-0.06462654645893195
19.75,19.753820915952357,-0.003820915952356785
19.62,19.73295710096089,-0.1129571009608874
19.94,19.76341410768213,0.17658589231787047
19.69,19.75273321800189,-0.06273321800188825
19.69,19.742890938440876,-0.05289093844087489
19.62,19.723044925053983,-0.10304492505398244
19.87,19.743648067766127,0.12635193223387375
19.69,19.734828314749905,-0.04482831474990334
19.69,19.72679160661116,-0.03679160661116043
19.62,19.708681018558366,-0.08868101855836485
19.87,19.730936747933963,0.13906325206603753
19.69,19.72367942929511,-0.03367942929510903
19.69,19.717108103965295,-0.027108103965293395
19.56,19.691070441476548,-0.1310704414765489
19.87,19.71536679162168,0.15463320837832129
19.69,19.7100366598814,-0.020036659881398577
19.69,19.705271441989087,-0.015271441989085588
19.62,19.690205569240646,-0.07020556924064536
19.87,19.715274438884524,0.15472556111547675
19.69,19.71059842066646,-0.02059842066645956
19.69,19.70637871712536,-0.016378717125359543
19.62,19.691759485949543,-0.07175948594954207
19.87,19.717185626863003,0.15281437313699797
19.69,19.712786706981323,-0.02278670698132146
19.69,19.708772740997208,-0.018772740997206938
19.62,19.69429626425474,-0.07429626425473757
19.87,19.71981006464572,0.15018993535428038
19.69,19.715451114370037,-0.025451114370035555
19.69,19.711436288383442,-0.021436288383441138
19.62,19.696924459552825,-0.07692445955282423
19.87,19.722374199470423,0.1476258005295783
19.69,19.717927782176684,-0.02792778217668257
19.69,19.713806834711278,-0.023806834711276537
19.62,19.699174502099307,-0.07917450209930621
19.87,19.724493133157818,0.14550686684218306
19.69,19.719908370963964,-0.029908370963962483
